,username,name,tweet
4664,simmufrommoga,simran mahajan,@RajeevKSingla @cbseindia29 @ArvindKejriwal @msisodia @PIBHRD @Dir_Education @UNESCO Ghar pe bitha do.....sabko...ab 10 saal tak covid rhega to bus 10 saal online class wah ji
4665,hallekaitesi,Kaitesi Halle,The Ministry of Education and Sports plans to digitize all centres of vocational excellence under the Uganda Skills Development Project as one of the means to ensure continued online learning during and post COVID-19 era. #buildingUG  https://t.co/aHgfVXqVPM
4666,cbseboastudents,HEART HACKER,@randomvideos189 @narendramodi Help 🥺🥺 education minister In COVID #cancelboardexam2022
4668,educationpatho,COVID warrior,@bhupeshbaghel Respected sir...apke adhikari galat niyam se swasthya vibhag ki bharti kar rahe hai.. candidates k ek varg ko form hi fillup karne nahi diya gaya hai ... Iske khilaaf kuch karye sir.. Is #bhed_bhav ko rokiye .. Future kharab mat kariye hamara.. 🙏🙏🙏🙏🙏🙏🙏🙏
4669,edudiscoursebot,education discourse bot,should we focus on edtech or COVID catch-up?
4670,nb_covid_info,NB citizen Covid Updates #COVIDisAirborne,"Despite knowing that COVID is airborne (Education knows), despite knowing that HEPA filters do not add to the risk, knowing there is so much more we can do to make classrooms safer - NB won’t do it.  Anyway. Sharing air indoors, maskless, at this time, is very risky."
4672,nb_covid_info,NB citizen Covid Updates #COVIDisAirborne,"Somebody brought a CO2 monitor to the event, and CO2 reached very high levels (showing that ventilation was insufficient for the number of people in the room - just like many NB classrooms). Event organizers also declined an offer for air cleaning - just like NB education 😡"
4673,ac84151196,AC,"@WelshLabour @PrifWeinidog Welsh Covid enquiry please? Poor standards in education, poor healthcare, lack of investment and willingness to build new roads, lack of investment in businesses."
4674,educationpatho,COVID warrior,@bhupeshbaghel Sir...ham bhi isi state k hai.. Hamare saath ho rahe #injustice ko rokiye sir.. Swasthya vibhag me galat niyam se bharti ki jaa rahi hai.. Candidates k ek varg ko form fillup karne ka mauka hi nahi diya jaa raha hai sir... #we_want_justice_CM_sir
4676,networksmarten,Student Mental Health Research Network,"Great return of our Education for Mental Health SIG with @McLaffertyMT today, covering her SMaRteN funded peer-support wellbeing intervention. Wonderful to hear the project lifecycle including development, COVID adjustments and next steps for sharing learnings/further projects."
4677,_ph___ph_,PH🌱,"@takesthecake2 @YouAreLobbyLud It’s infuriating. The decision makers knew enough of the consequences after 2 years. And they went ahead with this awful plan without adequate preparation or public education (about long covid, ventilation, high quality masks etc.) and then removed all promised safety measures."
4678,headlines_emm,Head Lines,"The Welsh government has announced that COVID measures in schools and other educational settings will be brought into line with businesses and other organisations in the country from Monday, May 9.   https://t.co/ZU0oQjAd3z  #Wales #covidmeasures #education"
4680,covidcommssa,COVIDCommsSA,Here is a great example of our facilitators combining their workshop with a vaccine drive so that people can make an educated decision without mis-information.   @YouthLabZA @righttocaresa @SolidarityRSA @Bhekisisa_MG  @CCFront @SECTION27news @equal_education @miamalan  @KZNTAC  https://t.co/UGyyE2QP2I
4681,hopetv_ke,Hope TV,"The Higher Education Loans Board, HELB, announces extension of Covid-19 penalty waiver to 30th June 2022.  https://t.co/91wdkiGBNb"
4682,deanaspilletts1,Deana Spilletts SEND Education Advocate,"@teamsquarepeg JCQ, home learning facilitiators submitting emergency request on access arrangements? Same if a practical assistant/facilitator went down with COVID, surely they must accomodate ?."
4683,alixgraccus,alixgraccus,"@AldoSterone111 Hadith.  D’après Ibn Alattal, le Prophète Pfizer (pbs) a dit: « Apprenez à vos enfants à recevoir l’injection car ceux qui portent en eux l’ARN messager auront reçu une bonne éducation et la protection contre le covid long éternel  ».  (Authentifié par Ibn Castex Al-Covidi)"
4684,group_kq,KQ education group,A Kansas City school adopts year-round learning to help combat COVID learning loss | KCUR 89.3  https://t.co/BrdRHL65vG
4686,topfotogmw,Martin Screw Covid Williams,"@EvieNorman Exactly, I’m not anti-abortion, but believe it should be safe, legal and very rare. Education and personal responsibility are the key, but whenever I mention this, I’m screamed at by the left, mostly!"
4688,group_kq,KQ education group,Paterson NJ high school baseball teams feeling ramifications of COVID  https://t.co/ovmwYausa0
4689,chicdelights8,Pamela RG,"@McDevonMD Voting matters. Please vote on June 2nd if you live in Ontario. Vote for the Party that has better programs to keep us safe from Covid, won’t cut spending in our Education and Healthcare. Thank you for sharing this story."
4691,mehroz_siraj,Mehroz_Siraj,"Global challenges require free global transfers of knowledge, education and investments in order to further strengthen global cooperation and entrepreneurship. #Pakistan #COVID  https://t.co/Fc41Csufqf  https://t.co/wauX9GFs7i"
4692,ucanindonesia,UCAN  Indonesia,"Six inspirational essays on Pope Francis and his #pontificate, his teachings about #fraternity, #education and a world after Covid-19.  Know more…  https://t.co/6Qhzi13Mie  https://t.co/oe6XKLjc2I"
4693,ucansrilanka,UCAN Sri Lanka,"Six inspirational essays on Pope Francis and his #pontificate, his teachings about #fraternity, #education and a world after Covid-19.  Know more…  https://t.co/KdaXK1pAJp  https://t.co/kEJfDk9kCC"
4694,ucanews,UCA News,"Six inspirational essays on Pope Francis and his #pontificate, his teachings about #fraternity, #education and a world after Covid-19.  Know more…  https://t.co/5M8aGW7j2r  https://t.co/5v2bDyimV1"
4695,ucanindia,UCAN India,"Six inspirational essays on Pope Francis and his pontificate, his teachings about fraternity, education and a world after Covid-19.  Know more…  https://t.co/Isnd4srmlv  https://t.co/mbfuUwjf9D"
4696,uompolicy,Policy@Manchester,"In this blog, Profs @Carolin077Bond &amp; Pamela Qualter (@EducationUoM) discuss how #COVID has worsened education #inequalities in England, and what policymakers can do to bridge the gap. Adapted from @The_NHSA's #ChildoftheNorth report.  Read it here;  https://t.co/qfrVhwMlQ2  https://t.co/byFUFVueKD"
4697,covidcommssa,COVIDCommsSA,Iqiniso ukuthi: Imigomo iqinisekiswe ngokwesayensi ukuthi yehlisa amathuba  okutheleleka nokusabalalisa i-COVID-19.   #isiZulu    #FakeNews   #KnowYourFacts         #MythsVsFacts     @righttocaresa  @SolidarityRSA  @Bhekisisa_MG  @CCFront  @SECTION27news  @equal_education  https://t.co/shInqfl12Y
4698,lyn230,Lyn McAuley,"@SuzyJourno So she’s not worried about the cost of living, education or NHS waiting lists just covid 🙄"
4699,kirchnervaria,Varia Kirchner,@_ILTS_ #ILTS2022 Infectious Diseases and Liver Transplantation Session - All you wanted to know about COVID but were afraid to ask. Vanguard and Education &amp;Scholarship Committees @vinaixac @manhalizzy @MarinaBerenguer  https://t.co/hoTRPdTQXM
4701,john_mcquaide,john mcquaide,"Education. What Mitigations have Schools, Higher Education Colleges and Universities put in place to account for the huge disruption students have experienced over 2+ years due to Covid-19. Assessment/Examination performance can't be expected to be at the same levels pre-pandemic"
4704,specificeducat1,Specific education,"Lyft continues its COVID recovery, but investors are far from impressed  https://t.co/KmrXdNn24t"
4705,moreaugabarain,Laetitia Moreau-Gabarain MS MBA,"@yaneerbaryam @whca Like you I compare covid to fire that needs extinction. Could there be detection systems like fire alarms? Overall the #WHCD dinner shows our government, leadership, journalists are deeply ignorant &amp; misled.  Education &amp; research r key @CDCgov @OSHA_DOL  3/y"
4707,standardkenya,The Standard Digital,"The Higher Education Loans Board (HELB) has announced an extension of the 100 per cent Covid-19 penalty waiver by another 60 days to June 30, 2022.   https://t.co/RETQS5uI2j"
4708,fraje_wetu,Mwangi Francis,"With Raila’s Kazi Kwa Wote’, employment in education &amp; health services will be increased. As the country recovers from effects of COVID-19,they will be investments to accelerate the recovery &amp; expansion of goods-producing industries . Raila Tosha  #RaoNiWetu  https://t.co/hpmrDb5RaW"
4710,drazharzafar,Dr Azhar Zafar,"Covid strains of Omicron would  strain NHS, could disrupt education and workplaces.More* people could develop Long Covid.  https://t.co/TULC7houa6"
4712,skyowl_,Skyowl_,"Nicole Tobin LNP,believes Bill Gates was behind COVID; MMR vaccine causes autism  I believe Morrison was behind a big deterioration in the society of Australia   One of those statements is garbage  Your IQ and or education should tell you which!   https://t.co/xP0jWBymJs"
4713,bd3457,Scott⭐Appleman,"@Dead_Scrypt @coloradoCMT Good point. I think the mix of poor national health coverage, education, and safe living standards plays a big role and should also be things we work on alongside vaccinations and health precautions.  I don't disagree things are improving wrt covid, caution is still good though."
4714,ehringdain,Dain Ehring,"@kylegriffin1 I know you posted this because like me you see the hypocrisy of this statement in light of #COVID, #education, #CRT, and #Truth government interference and decision making overriding our liberties."
4715,magazetionline,Magazeti Online,THE HIGHER EDUCATION LOAN BOARD (HELB) has announced the extension of 100% Covid-19 penalty waiver to 30th June 2022. #PDNews  https://t.co/NbqELqkwlX
4716,hunterstjamesiv,"Hunter St. James, IV","@RCPrentice @sarah_esterly @booradley1961 @Lateralusian @drandrewb @BadMedicalTakes And you’re right. Some people thought jt was acceptable to cripple international travel, force masks, obliterate arts and education and make billions of people lonely and desolate to save a mathematically tiny sliver of people from COVID. Some of us though want human thriving."
4718,caro_vina,Caro Small,"@phealthsean @wsbgnl @AeonCoin I think the failure is not in wordsmithing guidance, but in simply avoiding any kind of broad and robust public education that would lessen the public pressure to drop mandates.  The right wing has completely controlled the debate on covid and Biden's CDC hasn't resisted at all."
